Hotel / Nombre,Ciudad,Teléfono,Website,Score,Rating GBP,Reviews,Pitch / Dolor,Motor Reservas,discovery_questions,draft_email,draft_whatsapp,evidence_links,scan_automations_to_sell,scan_completed_at,scan_quickwins_30d,scan_quickwins_48h,scan_quickwins_7d,scan_requested,scan_requested_at,scan_score,scan_status,scan_summary,scan_top_issues
Refugi de la Mussara,Desconocida,629 75 04 84,,"44,5","4,4",1081,¡Hola! He visto la pedazo de nota que tenéis en Google (4.4 ⭐). Me fijé que vuestra web no es segura (HTTP) y eso puede estar haciendo que perdáis reservas directas. ¿Os parece si os envío un pantallazo rápido de cómo solucionarlo para que no se os escape ni un cliente? Sin compromiso.,,,,,,,,,,,No,,,,,
Refugi de Caro,Desconocida,681 01 15 77,https://www.refugicaro.com/,"44,5","4,7",306,"¡Hola! Vaya notaza tenéis en Google con el Refugi de Caro, ¡enhorabuena! He visto que las reservas se gestionan por formulario, y seguro que se os escapan clientes que quieren confirmar al momento. Hemos ayudado a sitios como el vuestro a automatizarlo. ¿Os puedo pasar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel La Seu,la Seu d’Urgell,973 35 24 00,https://hotellaseu.com/ca/hotel-la-seu-3-2/,"44,5","4,3",881,"¡Hola! He visto la nota de 4.3 que tenéis en Google, ¡enhorabuena! Con esa reputación, es una pena que un porcentaje de cada reserva se vaya a comisiones de portales externos. ¿Os puedo enviar un pantallazo rápido para que veáis cómo podríais recibir más reservas directas, sin compromiso?",,,,,,,,,,,No,,,,,
L'Hotelet d'Estamariu,Desconocida,973 35 45 11,https://www.hoteletestamariu.com/,"44,5","4,7",351,"¡Hola! He visto la notaza que tenéis en Google (4.7), ¡enhorabuena! Con esas valoraciones, es una pena que parte del beneficio se vaya en comisiones a terceros. Vuestra web tiene potencial para captar esas reservas directamente y aumentar la rentabilidad. ¿Os puedo pasar un pantallazo rápido de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
B&B Hotel Lleida,Lleida,873 49 59 50,https://www.hotel-bb.com/es/hotel/lleida,"44,5","4,5",609,"¡Hola! Vi la notaza de 4.5 que tenéis en Google, ¡enhorabuena! Imagino que con esas valoraciones, da rabia que muchas reservas entren por Booking y se lleven un buen pico. Hemos ayudado a hoteles como el vuestro a desviar ese tráfico para que os lo quedéis vosotros. ¿Te puedo mandar un pantallazo de cómo lo hacemos, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Castell de Ciutat,Desconocida,973 35 00 00,https://www.hotelelcastell.com/,"44,5","4,5",661,"¡Hola! Enhorabuena por la notaza que tenéis en Google con El Castell. He visto que vuestra web no tiene un sistema de reservas directo, y me imagino las comisiones que se van por ahí. Tenemos una forma de que esas reservas entren directamente a vuestro bolsillo. ¿Os puedo pasar un pantallazo rápido sin compromiso para que lo veáis?",,,,,,,,,,,No,,,,,
Hotel L'Aüt,Erill la Vall,973 69 60 48,,"44,5","4,4",803,"¡Hola! Vuestro hotel L'Aüt tiene una pinta fantástica y una nota genial en Google. He visto que la web no es segura (sale el aviso 'http') y no tiene para reservar online. Esto os puede estar haciendo perder reservas directas. ¿Os puedo pasar un pantallazo rápido de cómo se solucionaría, sin compromiso?",,,,,,,,,,,No,,,,,
Refugi de Saboredo,Desconocida,973 09 09 14,https://www.refusaboredo.com,"44,5","4,6",307,"¡Hola! He visto vuestro Refugi de Saboredo, ¡qué notaza tenéis en Google! Me fijé que en la web no se puede reservar directamente. Muchos refugios como el vuestro están llenando plazas con un sistema que permite a los clientes reservar en 2 clics. ¿Os puedo pasar un pantallazo de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Cases,Desconocida,648 84 22 78,http://www.hotelpallarssobira.com,"44,5","4,3",489,"¡Hola! Vi vuestra buena nota de 4.3 en Google, ¡felicidades! Noté que vuestra web no tiene un sistema de reservas seguro y directo, lo que suele llevar a perder clientes o depender de portales con altas comisiones. ¿Os puedo pasar un pantallazo rápido para que veáis cómo solucionarlo, sin compromiso?",,,,,,,,,,,No,,,,,
Cel·les de Nostra Senyora,Desconocida,933 31 20 88,https://www.santuarielmiracle.com/AllotjamentsiSeveis.html,"44,5",0,0,"¡Hola! Vimos vuestro alojamiento en el Santuari del Miracle, un lugar con mucho encanto. Creemos que se podría facilitar mucho que los clientes os reserven directamente desde la web, sin intermediarios. Si os parece, os puedo pasar un pantallazo rápido de cómo quedaría, sin ningún compromiso. ¿Os iría bien?",,,,,,,,,,,No,,,,,
Cel·les de Sant Benet,Desconocida,938 75 94 01,https://www.santuarielmiracle.com/AllotjamentsiSeveis.html,"44,5","4,7",3290,"¡Hola! He visto la notaza que tenéis en Google (4.7) por las Cel·les de Sant Benet, ¡enhorabuena! Me di cuenta de que en vuestra web no se puede reservar directamente, y seguro que eso os hace perder gente. ¿Os puedo pasar un pantallazo rápido de cómo se solucionaría, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Finca Prats Golf & SPA,Lleida,973 25 48 14,https://fincaprats.com/,"44,5","4,4",1864,"¡Hola! Felicidades por esa notaza de 4.4 en Google. He visto que vuestra web es genial, pero al reservar, el sistema saca al cliente de la página. Esto suele generar desconfianza y perder ventas directas. ¿Os puedo pasar un pantallazo de cómo quedaría totalmente integrado, sin compromiso?",,,,,,,,,,,No,,,,,
Florido Hotel,Sort,973 62 02 37,https://www.hotelflorido.com,"44,5","4,3",350,"¡Hola, equipo del Florido Hotel! Tenéis una nota genial de 4.3 en Google. He visto que vuestra web no permite reservar directamente, y me imagino que las comisiones de los portales se comen un buen pico. ¿Os parece si os paso un pantallazo de cómo podríais evitarlo? Sin compromiso.",,,,,,,,,,,No,,,,,
Mas Mariassa,Desconocida,977 26 26 01,http://www.masmariassa.com/,"44,5","4,7",268,"¡Hola! Vi vuestra notaza de 4.7 en Google, ¡enhorabuena por Mas Mariassa! Al entrar en vuestra web, he detectado un error grave que seguramente os está haciendo perder clientes y reservas ahora mismo. Es un fallo técnico que tiene una solución directa. ¿Os puedo pasar un pantallazo rápido sin compromiso para que lo veáis?",,,,,,,,,,,No,,,,,
La Siuranella,Siurana,630 87 14 62,https://siuranella.com/,"44,5","4,3",313,¡Hola! He visto vuestra casa rural La Siuranella y la buena nota que tenéis en Google. Muchos alojamientos como el vuestro pierden un buen pico en comisiones con Booking. Tenemos una forma muy visual de potenciar la reserva directa desde vuestra propia web. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?,,,,,,,,,,,No,,,,,
la Casa Ecològica,Desconocida,973 67 45 96,http://www.lacasaecologica.com,"44,5","3,2",31,"¡Hola! He visto la web de la Casa Ecològica. Tenéis potencial, pero creo que un par de detalles técnicos os están haciendo perder reservas directas y confianza. ¿Os puedo pasar un pantallazo rápido que lo explica muy fácil, sin compromiso? Os ayudará a verlo claro.",,,,,,,,,,,No,,,,,
Rentalmar Blue Beach Apartments,Desconocida,877 44 98 29,https://rentalmar.com/en/salou-apartments/blue-beach-apartments,"44,5","3,2",263,"¡Hola! He visto vuestros apartamentos Blue Beach, con una ubicación fantástica en Salou. Me fijo que en la web no se puede reservar directamente, y sé la faena que es depender de portales y sus comisiones. ¿Os parece si os envío un pantallazo de cómo podríais recibir reservas directas desde ya? Sin compromiso.",,,,,,,,,,,No,,,,,
Olympus Palace,Desconocida,977 38 30 51,https://www.hotelolympuspalace.com/,"44,5","4,4",2213,"¡Hola! Enhorabuena por la notaza de 4.4 en Google. Vemos que muchos clientes os buscan directamente, pero la web no facilita la reserva y acaban en Booking. Esto os hace perder margen en cada habitación. ¿Os puedo pasar un pantallazo rápido de cómo podríais evitar esas comisiones sin compromiso?",,,,,,,,,,,No,,,,,
Lo Palauet de la Muralla,Balaguer,642 61 47 26,https://lopalauetdelamuralla.com/,"44,5","4,6",276,"¡Hola! Felicidades por la notaza que tenéis en Google con Lo Palauet. Vemos que vuestra web actual no permite reservar directamente, forzando a ir a portales como Booking. ¿Os gustaría ver cómo podríais recibir esas reservas desde vuestra propia página y ahorraros esas comisiones? Os puedo enviar un ejemplo rápido sin compromiso.",,,,,,,,,,,No,,,,,
Casa Rural La Festa dels Sentits,Sant Martí de Riucorb,621 02 69 92,https://lafestadelssentits.es/,"44,5","4,8",37,"¡Hola! Vi la notaza de 4.8 que tenéis en Google, ¡enhorabuena! Con esa reputación, vuestra web tiene un potencial enorme para cerrar reservas directas y evitar comisiones. Ahora mismo se os pueden estar escapando clientes que quieren reservar al momento. ¿Os parece si os paso un pantallazo de cómo podríais solucionarlo, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Xalet Bassibé,Desconocida,973 64 51 52,https://www.aa-hoteles.com/bassibe.html,"44,5","4,3",139,"¡Hola! Felicidades por esa nota de 4.3 en Google. Viendo vuestra web, se me ocurrió una idea para transformar esas buenas opiniones en más reservas directas para el Xalet, sin pagar comisiones a terceros. ¿Os va bien si os envío un pantallazo rápido para que veáis a qué me refiero? Sin compromiso.",,,,,,,,,,,No,,,,,
Casa Palmira,Espot,973 08 30 20,https://www.hostalpalmira.com,"44,5","4,4",403,"¡Hola! Enhorabuena por la notaza de 4.4 en Google. Me imagino que, como a muchos, las comisiones de las plataformas se os comen parte del beneficio. Hemos visto que vuestra web tiene potencial para captar esas reservas directamente. ¿Os parece si os envío un pantallazo rápido con la idea, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel la Morera,Desconocida,973 62 61 24,https://hotel-lamorera.com/,"44,5","4,6",572,"¡Hola! Felicidades por esa notaza de 4.6 en Google para el Hotel La Morera. Vemos que lucháis por la reserva directa, pero el sistema actual saca a la gente de vuestra web y ahí se pueden perder ventas. ¿Os parece si os envío un pantallazo de cómo quedaría un motor 100% integrado? Sin compromiso.",,,,,,,,,,,No,,,,,
Hotel lo Paller,Desconocida,973 62 61 29,http://lopaller.com,"44,5","4,6",572,¡Hola! Felicidades por esa notaza de 4.6 en Google. He visto que vuestra web no es segura (sale como HTTP) y esto puede hacer que algunos clientes desconfíen y no reserven. ¿Os parece si os envío un pantallazo de cómo se vería solucionado para que no perdáis ni una reserva directa? Sin compromiso.,,,,,,,,,,,No,,,,,
Hotel Montarto,Desconocida,973 63 90 01,http://www.montarto.com,"44,5","4,2",1032,"¡Hola! He visto que tenéis una nota genial de 4.2 en Google. Me he fijado en vuestra web y, aunque está muy bien, hay un pequeño detalle técnico que probablemente os está haciendo perder reservas directas sin que os deis cuenta. ¿Os puedo enviar un pantallazo rápido sin ningún compromiso para que veáis a qué me refiero?",Roiback,,,,,,,,,,No,,,,,
Refugi de Cortals de l'Ingla,Desconocida,686 69 33 05,,"44,5","4,6",158,"¡Hola! Enhorabuena por la notaza de 4.6 en Google, ¡qué pasada! Vuestro refugio tiene una pinta increíble. Vemos que las reservas no se pueden hacer directamente en la web y creemos que así perdéis oportunidades. ¿Os puedo enviar un pantallazo de cómo se vería, sin compromiso, para que no dependáis de llamadas o emails?",,,,,,,,,,,No,,,,,
Parador de Lleida-Convent del Roser,Lleida,973 00 48 66,https://paradores.es/ca/parador-de-lleida,"44,5","4,5",2894,"¡Hola! Felicidades por esa notaza de 4.5 en Google, ¡se nota el buen trabajo! Vuestra web es genial para las reservas individuales, pero vemos una oportunidad para que el proceso de captar eventos y grupos sea mucho más directo y visual. ¿Te puedo enviar un pantallazo con una idea sin compromiso?",,,,,,,,,,,No,,,,,
Masia font de l'oca,Desconocida,639 32 80 70,http://ocamasia.com,"44,5","4,7",56,"¡Hola! Vimos vuestra increíble nota de 4.7 en Google y al entrar en la web, parece que no está funcionando ahora mismo. Con la reputación que tenéis, estáis perdiendo reservas directas. ¿Os puedo pasar un pantallazo rápido de cómo podría verse para capitalizar esas buenas opiniones? Sin compromiso.",,,,,,,,,,,No,,,,,
Les Collades,Sort,690 38 90 58,https://lescollades.es,"44,5","3,2",321,"Hola, equipo de Les Collades. Vemos que estáis en el corazón de Sort con ese trato familiar que mencionáis. Hemos echado un vistazo a vuestra web y creemos que podríais estar perdiendo reservas directas por no tener un sistema moderno. ¿Os parece si os envío un pantallazo rápido de cómo podríais capturar más clientes sin pagar comisiones? Es sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Bruna,Desconocida,973 62 63 36,http://www.hotelbruna.es/,"44,5","4,7",572,"¡Hola! Vimos la notaza que tenéis en Google, ¡enhorabuena! Creemos que vuestra web no le hace justicia y podríais estar perdiendo reservas directas por un par de detalles técnicos. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Refugi de la Font Nova,Desconocida,977 50 40 12,,"44,5","4,4",136,"¡Hola! Vimos la fantástica nota de 4.4 que tenéis en Google para el Refugi de la Font Nova. Notamos que vuestra única presencia es la página de Parcs Naturals, que no permite a los clientes reservar directamente con vosotros. Creemos que así se escapan muchas reservas directas. ¿Te puedo enviar un pantallazo rápido de cómo se vería una web propia para captarlas, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Hotel Bon Repòs,Desconocida,937 69 05 12,,"44,5","3,2",2001,¡Hola! He visto vuestro hotel Bon Repòs en Calella. Tenéis una oferta de todo incluido muy interesante. Hemos detectado una pequeña fuga de reservas en vuestra web que se soluciona rápido y aumenta la venta directa. ¿Os puedo pasar un pantallazo rápido sin compromiso para que lo veáis?,,,,,,,,,,,No,,,,,
Hotel Roca Blanca,Desconocida,973 62 41 56,http://www.rocablanca.net/,"44,5","4,9",657,"¡Hola! Vi vuestra notaza de 4.9 en Google, ¡enhorabuena! Quise entrar a vuestra web para ver las habitaciones y parece que no funciona correctamente. Seguramente estáis perdiendo reservas directas por esto. ¿Os puedo pasar un pantallazo rápido de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Casa Roca,Desconocida,973 65 10 70,http://www.casaroca.info,"44,5","4,6",601,"¡Hola! Felicidades por esa nota de 4.6 en Google, es genial. Vemos que vuestra web no os hace justicia y por un detalle técnico estáis perdiendo reservas directas. ¿Os parece si os envío un pantallazo rápido de cómo solucionarlo sin ningún compromiso?",,,,,,,,,,,No,,,,,
la Basseta,Desconocida,667 64 45 47,http://www.santjoandelerm.com/basseta.htm,"44,5","4,4",122,"¡Hola! Vi la notaza que tenéis en Google (4.4) en la Basseta. Me da la sensación de que la web actual no le hace justicia y os hace perder reservas directas. Hemos ayudado a alojamientos rurales a llenar su calendario sin depender de nadie. ¿Os puedo enviar un pantallazo rápido, sin compromiso, para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Refugi forestal del Ras de Conques,Desconocida,07 57 06 40 59,http://www.talim.cat/organitzacio/refugi-ras-de-conques,"44,5","4,4",189,"¡Hola! He visto la notaza que tenéis en Google (4.4), ¡enhorabuena! Es una pena que la web (que además no es segura) no os acompañe y se os estén escapando reservas directas. ¿Os puedo pasar un pantallazo rápido de cómo podría quedar, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Ramon Berenguer IV,Lleida,973 23 73 45,https://www.hotelramonberenguerlleida.com/,44,4,1326,"¡Hola! Veo que tenéis una ubicación estratégica en Lleida y buena nota en Google. Imagino que la pelea para que las reservas entren por vuestra web y no por Booking es constante. Hemos ayudado a hoteles como el vuestro a potenciar su canal directo. ¿Os puedo pasar un pantallazo rápido con una idea, sin compromiso?",Mirai,,,,,,,,,,No,,,,,
Avenida,Desconocida,654 02 05 18,https://www.avenhotel.com/,44,"4,3",416,"¡Hola! He visto la fantástica nota de 4.3 que tenéis en Google, ¡enhorabuena! Imagino que, como muchos hoteles, os gustaría potenciar la reserva directa para no depender tanto de comisiones. ¿Os parece si os envío un pantallazo con una idea para vuestra web, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Meliá de Tredós Baqueira,Tredós,973 64 40 14,https://www.melia.com/es/hoteles/espana/baqueira-beret/melia-tredos-baqueira,44,"4,6",296,"¡Hola! Vimos vuestra increíble nota de 4.6 en Google, ¡enhorabuena! Muchos hoteles como el vuestro pierden reservas directas porque la web corporativa es muy genérica. Hemos visto una forma sencilla de destacar vuestro hotel en Baqueira para que no se os escapen. ¿Os puedo pasar un pantallazo rápido con la idea, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Parador de Turisme de Vielha,vielha,973 64 01 00,http://www.parador.es/ca/parador-de-vielha,44,"4,3",2246,¡Hola! Enhorabuena por la notaza que tenéis en Google con el Parador de Vielha. Imagino que fastidia un poco que muchas reservas lleguen por portales que se llevan una buena comisión. Tenemos una forma muy visual de que más clientes os reserven directamente a vosotros. ¿Os puedo pasar un pantallazo rápido para que veáis a qué me refiero? Sin compromiso.,,,,,,,,,,,No,,,,,
Hosteria Catalana,Bossòst,682 78 40 23,,44,"4,6",168,"¡Hola, equipo de Hosteria Catalana! Enhorabuena por esa notaza de 4.6 en Google. Con esa reputación, es una lástima que cada reserva que no entra directa por vuestra web se pierda o pague comisión a un tercero. Tenemos una solución muy visual para esto. ¿Os puedo pasar un pantallazo rápido sin ningún compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Catalunya Express,Tarragona,977 21 91 19,https://hcatalunyaexpress.com/1/en/,44,"3,7",771,"¡Hola! Os escribo por vuestro hotel en el centro de Tarragona. He visto que intentáis potenciar la reserva directa en la web, ¡muy bien hecho! Creo que con un par de ajustes visuales podríais convertir muchas más visitas en reservas y depender menos de las OTAs. ¿Os puedo pasar un pantallazo rápido con la idea, sin compromiso?",Mirai,,,,,,,,,,No,,,,,
H10 Mediterranean Village,Desconocida,977 37 30 11,https://www.h10hotels.com/es/hoteles-salou/h10-mediterranean-village,44,"4,4",2160,"¡Hola! Enhorabuena por la notaza de 4.4 en Google. Imagino que con esa reputación, es frustrante que muchas reservas se sigan escapando por Booking, con la comisión que eso supone. Tenemos una forma muy visual de incentivar que os reserven directamente a vosotros. ¿Os puedo enviar un pantallazo rápido para que veáis cómo funciona, sin compromiso?",,,,,,,,,,,No,,,,,
Estival Eldorado Resort,Desconocida,977 36 11 90,https://www.estivalgroup.com/estival-eldorado-resort.html,44,"4,4",4368,"¡Hola! Vi la notaza que tenéis en Google (4.4), ¡enhorabuena! Sospecho que, como a muchos hoteles, se os escapan reservas directas porque el proceso en la web es algo lento y la gente se va a Booking. Hemos ayudado a otros resorts de la zona a simplificarlo. ¿Os puedo pasar un pantallazo rápido de cómo podría mejorar, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Monestir de les Avellanes,Os de Balaguer,973 43 80 06,https://www.monestirdelesavellanes.com/ca/hostatgeria/lhostatgeria,44,"4,3",2195,¡Hola! Enhorabuena por la nota de 4.3 en Google para el Monestir. Hemos visto que el proceso para reservar en vuestra web podría ser más directo para convertir más visitas en estancias y depender menos de otros portales. ¿Os parece si os envío un pantallazo rápido con una idea para simplificarlo? Sin compromiso.,,,,,,,,,,,No,,,,,
Fonda Serres,Desconocida,973 78 00 20,,"43,5","4,6",195,"¡Hola! He visto la Fonda Serres y la notaza de 4.6 que tenéis en Google, ¡felicidades! Vemos que no tenéis un sistema de reservas propio y seguro que se os escapan clientes que prefieren reservar online directamente. ¿Te puedo pasar un pantallazo de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Ona Aquamarina,La Pineda,977 35 30 10,https://www.onahotels.com/apart-hotel-aquamarina-la-pineda.html,"43,5","4,4",37,"¡Hola! Vi que tenéis una nota genial de 4.4 en Google, ¡felicidades! A menudo, hoteles con vuestra reputación pierden reservas directas por pequeños detalles en la web que hacen que el cliente vuelva a Booking.com. Hemos detectado un par de puntos clave. ¿Os parece si os envío un pantallazo rápido con la idea, sin compromiso?",,,,,,,,,,,No,,,,,
Parador Nacional de Turisme de Tortosa,Desconocida,977 44 44 50,https://paradores.es/de/parador-de-tortosa,"43,5","4,3",3029,"¡Hola! Vimos la notaza que tenéis en Google en el Parador de Tortosa, ¡felicidades! Con esa reputación, es una pena que muchas reservas se escapen por portales que os cobran una fortuna en comisiones. Estamos ayudando a hoteles a llevarse ellos todo el mérito (y el margen). ¿Os puedo enviar un pantallazo de cómo lo hacemos, sin compromiso?",,,,,,,,,,,No,,,,,
Ona Suites Salou,Salou,877 08 06 91,,"43,5","4,3",59,¡Hola! Vi la buena nota de 4.3 que tenéis en Google y me imagino lo frustrante que es que muchos de esos clientes acaben reservando por Booking. Tenemos una forma muy visual de retener a los que se escapan de vuestra web para comparar precios. ¿Os puedo pasar un pantallazo rápido sin compromiso?,,,,,,,,,,,No,,,,,
Hotel Nastasi,Lleida,973 24 92 22,https://www.hotelnastasi.com/,"39,5","4,1",3199,"¡Hola! He visto vuestro hotel y la buena nota que tenéis en Google. Me ha sorprendido que para reservar directamente haya que llamar, seguro que se os escapan clientes que prefieren hacerlo online al momento. Estamos ayudando a hoteles como el vuestro a captar esas reservas que se pierden sin pagar comisiones a terceros. ¿Os puedo pasar un pantallazo rápido de cómo se vería en vuestra web, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Real,Lleida,973 23 94 05,https://hotelreallleida.com/,"39,5","4,1",1172,"¡Hola! He visto que tenéis una nota genial de 4.1 en Google, ¡enhorabuena! Me he fijado en que vuestra web no permite hacer la reserva directamente, y sé la faena que son las comisiones de los portales. Creemos que podríais aumentar vuestras reservas directas de forma sencilla. ¿Os puedo pasar un pantallazo rápido sin compromiso para que veáis a qué me refiero?",,,,,,,,,,,No,,,,,
Pey,Sort,973 62 02 54,https://www.peyresort.com,"39,5",4,779,"¡Hola! He visto vuestro resort en Sort, tiene una pinta increíble. Me fijé que desde la web no se puede reservar directamente y muchos clientes se os deben escapar o ir a otros portales. ¿Os gustaría ver cómo podríais captar esas reservas sin intermediarios? Os puedo pasar un pantallazo rápido para que veáis la idea, sin compromiso. ¡Un saludo!",,,,,,,,,,,No,,,,,
Refugi Ernest Mallafré,Desconocida,973 25 01 18,https://www.feec.cat/refugi/refugi-mallafre-sant-maurici/,"39,5","3,8",149,"Hola. Vi vuestro refugio Mallafré, ¡qué pasada de sitio en pleno Aigüestortes! Me di cuenta de que el proceso para reservar online desde la web de la FEEC no es directo y podríais estar perdiendo gente. ¿Os puedo pasar un pantallazo rápido de cómo podríais solucionarlo para recibir reservas directas sin compromiso?",,,,,,,,,,,No,,,,,
Refugi de Vallferrera,Desconocida,669 53 25 13,https://www.feec.cat/refugi/refugi-vallferrera/,"39,5","3,8",159,"¡Hola! Vi que vuestro Refugi de Vallferrera es el más antiguo de Cataluña, ¡qué pasada! He estado mirando vuestra web y creo que el proceso para reservar o entender los precios se podría simplificar mucho para el visitante. Tenemos una idea para que os lleguen más reservas directas. ¿Te parece si te envío un pantallazo rápido con la mejora, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Sol Port Cambrils,Desconocida,977 35 86 00,https://www.melia.com/en/hotels/spain/cambrils/sol-port-cambrils,39,"4,3",1578,"¡Hola! Vimos vuestra increíble nota de 4.3 en Google, ¡enhorabuena! Sabemos que para hoteles dentro de grandes cadenas a veces es un reto captar eventos y grupos locales de forma ágil. Tenemos una idea para que podáis generar vuestros propios leads de empresa y bodas sin depender de la central. ¿Os puedo pasar un pantallazo rápido sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Ora,Torroja del Priorat,977 09 94 88,https://orahotelpriorat.com/,"34,5","4,7",107,¡Buenas! Enhorabuena por la notaza de 4.7 en Google para el Hotel Ora. He visto que vuestras reservas pasan por la plataforma de Marriott. Estamos ayudando a hoteles boutique a recuperar el margen que se llevan los intermediarios. ¿Os puedo pasar un pantallazo rápido de cómo se vería en vuestra web sin compromiso?,,,,,,,,,,,No,,,,,
Hotel - Restaurant Can Josep,Desconocida,977 42 82 40,https://www.canjosep.com/,"34,5","4,6",537,"¡Hola, equipo de Can Josep! Felicidades por esa notaza de 4.6 en Google, ¡vuestros clientes os adoran! He visto que en la web animáis a llamar para reservar. Hemos ayudado a hoteles como el vuestro a que esas visitas se conviertan en reservas directas, sin comisiones. ¿Os puedo pasar un pantallazo rápido de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Mas de Fortet,Desconocida,932 05 36 67,,"34,5","4,5",57,"¡Hola! Veo la nota genial de 4.5 que tenéis en Google. Con la cantidad de actividades y alojamientos que ofrecéis en Lapica Trips, creo que un sistema de reservas directo en la web os ahorraría mucho tiempo y cerraría más ventas. ¿Os puedo pasar un pantallazo rápido de cómo quedaría, sin compromiso?",,,,,,,,,,,No,,,,,
Tancat de Codorniu,Alcanar,977 73 71 94,https://www.tancatdecodorniu.com/,"34,5","4,6",1429,"¡Hola! Enhorabuena por la notaza de 4.6 en Google. Veo que en Tancat de Codorniu lucháis por la reserva directa. Aún así, muchos clientes acaban en Booking por costumbre. ¿Os parece si os envío un pantallazo rápido con una idea para que se queden en vuestra web? Sin compromiso.",,,,,,,,,,,No,,,,,
Hotel Centre Reus,Reus,977 12 64 14,https://hotelcentrereus.com/,"34,5","4,3",736,¡Hola! Enhorabuena por la nota de 4.3 en Google. He estado viendo vuestra web y me ha llamado la atención que el botón 'Reserva Ahora' con el 10% de descuento lleva a Booking.com. Me imagino las comisiones... ¿Y si ese margen fuera para vosotros? ¿Os puedo pasar un pantallazo de cómo se vería sin compromiso?,,,,,,,,,,,No,,,,,
El Rantiner,Taüll,630 23 83 17,https://www.hotelelrantiner.com/,"34,5","4,8",526,¡Hola! Os escribo por El Rantiner. ¡Enhorabuena por esa notaza de 4.8 en Google! He visto que el motor de reservas de vuestra web es externo y me imagino las comisiones. ¿Os gustaría ver con un pantallazo cómo podríais aceptar reservas directas sin pagar un euro de comisión? Es sin compromiso.,,,,,,,,,,,No,,,,,
Hotel del Port,Desconocida,977 74 69 60,http://www.hoteldelportametlla.cat/,"34,5","4,4",744,"¡Hola! Felicidades por la notaza en Google (4.4), vuestra reputación es fantástica. Vimos que en la web no se puede reservar directamente, lo que suele desviar clientes a portales con altas comisiones. ¿Os parece si os envío un pantallazo rápido de cómo podríais tener vuestro propio sistema de reservas, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Hostal Vall d'Assua,Desconocida,973 62 17 38,http://www.hostalvalldassua.com,"34,5","4,7",70,"¡Buenas! Vi vuestro Hostal Vall d'Assua, ¡qué notaza ese 4.7 en Google! He visto que para reservar se va a una central externa. Con un pequeño cambio en vuestra web podríais gestionar las reservas directamente y ahorraros esas comisiones. ¿Os puedo pasar un pantallazo de cómo se vería, sin compromiso?",,,,,,,,,,,No,,,,,
Hotel Os de Civís,Desconocida,973 36 91 62,http://www.hotelosdecivis.com/,"34,5","4,7",2081,"¡Hola! Vi el Hotel Os de Civís y la notaza de 4.7 en Google es espectacular. Me fijé en que no tenéis motor de reservas propio, y sé la faena que son las comisiones de terceros. ¿Os puedo mandar un pantallazo rápido de cómo podríais captar esas reservas directamente y sin compromiso?",,,,,,,,,,,No,,,,,
Apartaments La Faiada,Desconocida,973 69 02 02,https://lafaiada.com/,"34,5","4,6",145,"¡Hola! Vi que tenéis una nota genial de 4.6 en Google, ¡felicidades! Vuestra web está bien, pero he visto que no se puede reservar directamente y me imagino lo que se llevan las OTAs en comisiones. Con un pequeño ajuste podríais capturar esas reservas sin intermediarios. ¿Os puedo pasar un pantallazo rápido de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
Hotel Poldo,Desconocida,973 29 55 19,https://www.hotelpoldo.com/,"34,5","4,4",385,"¡Hola! He visto el Hotel Poldo y la notaza de 4.4 que tenéis en Google, ¡enhorabuena! Me fijé que en vuestra web no se puede reservar directamente, y me imagino que depender de otros canales os resta bastante margen. Hay una forma muy sencilla de que todas esas reservas entren directamente a vosotros. ¿Os parece si os envío un pantallazo rápido de cómo se vería, sin ningún compromiso?",,,,,,,,,,,No,,,,,
